Surface,NbrPieces,NbrChambres,NbrSdb,Prix,DPE_A,DPE_B,DPE_C,DPE_D,DPE_E,DPE_F,DPE_Vierge,Type_Appartement,Type_Maison,latitude,longitude
100.0,5.0,4.0,1.3279569892473118,254400,False,False,False,False,False,False,True,False,True,48.345169683,2.237202381
70.0,3.0,2.5,1.0,155150,False,False,False,False,False,False,True,True,False,,
70.0,3.0,2.5,1.0,155150,False,False,False,False,False,False,True,True,False,,
129.0,6.0,4.0,2.0,310000,False,False,False,False,False,False,True,False,True,48.661326984,2.330542445
80.0,5.0,3.0,1.0,250000,False,False,False,False,False,False,True,True,False,48.956644571,2.384861241
61.0,3.0,2.0,1.0,510000,False,False,False,False,False,False,True,True,False,,
61.0,3.0,2.0,1.0,510000,False,False,False,False,False,False,True,True,False,,
71.0,3.0,2.0,1.0,169000,False,False,False,False,False,False,True,True,False,48.993711113,2.194320017
260.0,7.0,4.0,2.0,890000,False,False,False,False,False,False,True,False,True,48.926070398,2.21192311
58.0,3.0,2.0,1.0,140000,False,False,False,False,False,False,True,True,False,48.970423332,2.404581275
35.0,2.0,1.0,1.0,320000,False,False,False,False,False,False,True,True,False,,
65.0,2.0,1.0,1.0,520000,False,False,False,False,False,False,True,True,False,,
52.0,3.0,2.0,1.0,260000,False,False,False,False,False,False,True,True,False,,
93.0,6.0,4.0,2.0,300000,False,False,False,False,False,False,True,False,True,48.961062049,2.363217687
34.0,2.0,1.0,1.0,165000,False,False,False,False,False,False,True,True,False,,
110.0,5.0,4.0,1.0,260000,False,False,False,False,False,False,True,False,True,49.088264977,1.6342024890000002
85.0,4.0,3.0,1.0,275000,False,False,False,False,False,False,True,False,True,49.041098761,1.998749157
130.0,6.0,4.0,2.0,340000,False,False,False,False,False,False,True,False,True,48.661326984,2.330542445
405.0,9.0,2.0,2.0,90000,False,False,False,False,False,False,True,False,True,,
67.0,3.0,2.0,1.0,190000,False,False,False,False,False,False,True,True,False,49.027507823,1.975650874
65.0,3.0,2.0,1.0,130000,False,False,False,False,False,False,True,True,False,48.938717628,2.530589988
74.0,4.0,2.0,1.0,380000,False,False,False,False,False,False,True,True,False,48.926810989,2.122439577
74.0,4.0,2.0,1.0,380000,False,False,False,False,False,False,True,True,False,48.926810989,2.122439577
30.0,2.0,1.0,1.0,178000,False,False,False,False,False,False,True,True,False,48.904081231,2.305966988
94.52058111380146,3.62953995157385,2.5,1.3279569892473118,35000,False,False,False,False,False,False,True,False,False,48.774023154,2.8259164830000003
30.0,2.0,1.0,1.0,97000,False,False,False,False,False,False,True,True,False,48.531838018,2.234442297
48.0,3.0,2.0,1.0,157000,False,False,False,False,False,False,True,True,False,48.970064721,2.345419123
48.0,3.0,2.0,1.0,157000,False,False,False,False,False,False,True,True,False,48.970064721,2.345419123
77.0,3.0,2.0,1.0,260000,False,False,False,False,False,False,True,True,False,48.971716801,2.326433561
90.0,4.0,2.0,1.0,290000,False,False,False,False,False,False,True,True,False,48.406515646,2.680925371
28.0,2.0,1.0,1.0,160000,False,False,False,False,False,False,True,True,False,48.796455388,2.254300971
28.0,2.0,1.0,1.0,160000,False,False,False,False,False,False,True,True,False,48.796455388,2.254300971
16.0,1.0,2.5,1.0,80000,False,False,False,False,False,False,True,True,False,48.926810989,2.122439577
16.0,1.0,2.5,1.0,80000,False,False,False,False,False,False,True,True,False,48.926810989,2.122439577
21.0,1.0,1.0,1.0,95000,False,False,False,False,False,False,True,True,False,48.796134091,2.421407444
140.0,6.0,5.0,1.0,315000,False,False,False,False,False,False,True,False,True,48.303340526,2.827154447
94.52058111380146,3.0,2.0,1.3279569892473118,73000,False,False,False,False,False,False,True,False,True,48.872773777,3.332858845
94.52058111380146,3.0,2.0,1.3279569892473118,48000,False,False,False,False,False,False,True,False,True,48.872773777,3.332858845
94.52058111380146,3.0,2.0,1.0,68000,False,False,False,False,False,False,True,False,True,48.872773777,3.332858845
78.0,4.0,2.0,2.0,209000,False,False,False,False,False,False,True,False,True,48.919719465,-0.605313832
78.0,4.0,2.0,2.0,209000,False,False,False,False,False,False,True,False,True,47.751189366,1.150549026
78.0,4.0,2.0,2.0,209000,False,False,False,False,False,False,True,False,True,46.158049303,-1.088668919
78.0,4.0,2.0,2.0,209000,False,False,False,False,False,False,True,False,True,46.246854768,3.560448347
94.52058111380146,3.62953995157385,2.5,1.3279569892473118,141000,False,False,False,False,False,False,True,False,False,,
94.52058111380146,6.0,4.0,1.0,220000,False,False,False,False,False,False,True,False,True,48.872773777,3.332858845
94.52058111380146,3.62953995157385,2.5,1.3279569892473118,45000,False,False,False,False,False,False,True,False,False,,
250.0,1.0,2.5,1.3279569892473118,495000,False,False,False,False,False,False,True,False,True,48.677735132,2.421499681
250.0,1.0,2.5,1.3279569892473118,495000,False,False,False,False,False,False,True,False,True,48.677735132,2.421499681
94.52058111380146,3.62953995157385,2.5,1.3279569892473118,49900,False,False,False,False,False,False,True,False,False,48.691854518,2.37366453
118.0,7.0,5.0,2.0,138000,False,False,False,False,False,False,True,False,True,49.003563215,2.739419053
100.0,4.0,3.0,1.0,295000,False,False,False,False,False,False,True,False,True,48.637231884,2.769101712
100.0,5.0,3.0,1.0,163000,False,False,False,False,False,False,True,False,True,48.587355138,3.138417782
94.52058111380146,3.62953995157385,2.5,1.3279569892473118,69000,False,False,False,False,False,False,True,False,False,,
94.52058111380146,3.62953995157385,2.5,1.3279569892473118,200000,False,False,False,False,False,False,True,False,False,48.602792939,-1.411072643
94.52058111380146,3.62953995157385,2.5,1.3279569892473118,200000,False,False,False,False,False,False,True,False,False,48.714730715,2.591727479
70.0,4.0,2.0,1.0,120000,False,False,False,False,False,False,True,True,False,45.608600369,4.787169917
70.0,4.0,2.0,1.0,120000,False,False,False,False,False,False,True,True,False,50.382136963,2.064187454
70.0,4.0,2.0,1.0,120000,False,False,False,False,False,False,True,True,False,48.657051798,2.38747617
122.0,6.0,4.0,2.0,450000,False,False,False,False,False,False,True,False,True,49.051577748,2.094574042
122.0,6.0,4.0,2.0,450000,False,False,False,False,False,False,True,False,True,49.051577748,2.094574042
94.52058111380146,3.62953995157385,2.5,1.3279569892473118,82000,False,False,False,False,False,False,True,False,False,,
94.52058111380146,3.62953995157385,2.5,1.3279569892473118,130000,False,False,False,False,False,False,True,False,False,,
63.0,3.0,2.0,1.0,168000,False,False,False,False,False,False,True,True,False,48.602792939,-1.411072643
63.0,3.0,2.0,1.0,168000,False,False,False,False,False,False,True,True,False,48.714730715,2.591727479
63.0,3.0,2.0,1.0,168000,False,False,False,False,False,False,True,True,False,48.602792939,-1.411072643
63.0,3.0,2.0,1.0,168000,False,False,False,False,False,False,True,True,False,48.714730715,2.591727479
63.0,3.0,2.0,1.0,168000,False,False,False,False,False,False,True,True,False,48.602792939,-1.411072643
63.0,3.0,2.0,1.0,168000,False,False,False,False,False,False,True,True,False,48.714730715,2.591727479
63.0,3.0,2.0,1.0,168000,False,False,False,False,False,False,True,True,False,48.602792939,-1.411072643
63.0,3.0,2.0,1.0,168000,False,False,False,False,False,False,True,True,False,48.714730715,2.591727479
90.0,5.0,3.0,1.0,270000,False,False,False,False,False,False,True,False,True,48.26855397,3.259845097
94.52058111380146,3.62953995157385,2.5,1.3279569892473118,45000,False,False,False,False,False,False,True,False,False,48.406515646,2.680925371
94.52058111380146,3.62953995157385,2.5,1.3279569892473118,56000,False,False,False,False,False,False,True,False,False,48.524357339,2.697674267
27.0,2.0,1.0,1.0,115000,False,False,False,False,False,False,True,True,False,48.945834186,2.493478267
32.0,3.0,1.0,1.0,140000,False,False,False,False,False,False,True,True,False,48.764258643,2.417182182
148.0,5.0,3.0,2.0,395000,False,False,False,False,False,False,True,False,True,48.817396568,2.516989292
148.0,5.0,3.0,2.0,395000,False,False,False,False,False,False,True,False,True,48.817396568,2.516989292
50.0,2.0,1.0,1.0,420000,False,False,False,False,False,False,True,True,False,,
170.0,9.0,5.0,2.0,670000,False,False,False,False,False,False,True,False,True,48.817396568,2.516989292
170.0,9.0,5.0,2.0,670000,False,False,False,False,False,False,True,False,True,48.817396568,2.516989292
74.0,3.0,2.0,1.0,289000,False,False,False,False,False,False,True,True,False,48.783768446,2.454728618
67.0,3.0,2.0,1.0,185000,False,False,False,False,False,False,True,True,False,48.971716801,2.326433561
21.0,1.0,1.0,1.0,77000,False,False,False,False,False,False,True,True,False,48.524357339,2.697674267
94.52058111380146,3.62953995157385,2.5,1.3279569892473118,154000,False,False,False,False,False,False,True,False,False,,
100.0,3.0,2.0,2.0,149000,False,False,False,False,False,False,True,False,True,,
94.52058111380146,3.62953995157385,2.5,1.3279569892473118,30000,False,False,False,False,False,False,True,False,False,48.786864927,2.613875011
94.52058111380146,3.62953995157385,2.5,1.3279569892473118,30000,False,False,False,False,False,False,True,False,False,48.786864927,2.613875011
100.0,3.0,2.0,2.0,149000,False,False,False,False,False,False,True,False,True,,
64.0,3.0,2.0,1.0,210000,False,False,False,False,False,False,True,True,False,48.71619444,2.493068637
100.0,3.0,2.0,2.0,149000,False,False,False,False,False,False,True,False,True,,
70.0,3.0,2.0,1.0,172000,False,False,False,False,False,False,True,True,False,48.817396568,2.516989292
70.0,3.0,2.0,1.0,172000,False,False,False,False,False,False,True,True,False,48.817396568,2.516989292
34.0,1.0,1.0,1.0,225000,False,False,False,False,False,False,True,True,False,,
30.0,2.0,2.0,1.0,28900,False,False,False,False,False,False,True,False,True,,
70.0,3.0,2.0,1.0,85000,False,False,False,False,False,False,True,True,False,,
100.0,3.0,2.0,2.0,149000,False,False,False,False,False,False,True,False,True,,
31.0,3.62953995157385,2.5,1.0,158000,False,False,False,False,False,False,True,True,False,48.802486955,1.7682772240000002
94.52058111380146,3.62953995157385,2.5,1.3279569892473118,70000,False,False,False,False,False,False,True,False,False,48.791662561,2.332077446
48.0,2.0,1.0,1.0,315000,False,False,False,False,False,False,True,True,False,,
45.0,2.0,1.0,1.0,35000,False,False,False,False,False,False,True,False,True,,
100.0,3.0,2.0,2.0,149000,False,False,False,False,False,False,True,False,True,,
100.0,3.0,2.0,2.0,149000,False,False,False,False,False,False,True,False,True,,
105.0,4.0,3.0,1.3279569892473118,250000,False,False,False,False,False,False,True,True,False,,
65.0,3.0,2.0,1.0,240000,False,False,False,False,False,False,True,True,False,49.019103435,2.160347072
65.0,3.0,2.0,1.0,240000,False,False,False,False,False,False,True,True,False,49.019103435,2.160347072
94.52058111380146,3.62953995157385,2.5,1.3279569892473118,77000,False,False,False,False,False,False,True,False,False,48.602792939,-1.411072643
94.52058111380146,3.62953995157385,2.5,1.3279569892473118,77000,False,False,False,False,False,False,True,False,False,48.714730715,2.591727479
67.0,4.0,3.0,1.0,210000,False,False,False,False,False,False,True,True,False,48.406515646,2.680925371
60.0,3.0,2.0,1.0,215000,False,False,False,False,False,False,True,True,False,48.60739655,2.623860846
35.0,3.62953995157385,2.0,1.3279569892473118,56000,False,False,False,False,False,False,True,False,True,,
65.0,3.0,2.0,1.0,240000,False,False,False,False,False,False,True,True,False,49.019103435,2.160347072
65.0,3.0,2.0,1.0,240000,False,False,False,False,False,False,True,True,False,49.019103435,2.160347072
50.0,3.0,2.0,1.3279569892473118,75000,False,False,False,False,False,False,True,False,True,48.563172865,3.219258483
94.52058111380146,3.62953995157385,2.5,1.3279569892473118,40000,False,False,False,False,False,False,True,False,False,48.419818579,2.769157835
86.0,4.0,3.0,1.0,250000,False,False,False,False,False,False,True,False,True,48.941663812,2.851027449
62.0,3.0,2.0,1.0,320000,False,False,False,False,False,False,True,False,True,48.951531886,2.240388744
50.0,3.0,1.0,1.0,150000,False,False,False,False,False,False,True,True,False,,
94.52058111380146,3.62953995157385,2.5,1.3279569892473118,110000,False,False,False,False,False,False,True,False,False,48.406515646,2.680925371
45.0,2.0,1.0,1.0,149500,False,False,False,False,False,False,True,True,False,48.584512665,2.586244938
350.0,6.0,8.0,8.0,380000,False,False,False,False,False,False,True,False,True,48.187022098,2.747316996
50.0,3.0,2.5,1.0,160000,False,False,False,False,False,False,True,True,False,48.774023154,2.8259164830000003
434.0,7.0,6.0,2.0,440000,False,False,False,False,False,False,True,False,True,48.695361532,2.461939706
110.0,5.0,3.0,1.0,450000,False,False,False,False,False,False,True,False,True,48.788118568,2.394516098
104.0,3.0,2.0,2.0,1030000,False,False,False,False,False,False,True,True,False,,
90.0,5.0,3.0,1.0,360000,False,False,False,False,False,False,True,False,True,48.760790808,2.385495992
70.0,4.0,3.0,1.0,180000,False,False,False,False,False,False,True,True,False,48.765666849,2.533133337
70.0,4.0,3.0,1.0,180000,False,False,False,False,False,False,True,True,False,48.765666849,2.533133337
121.0,6.0,4.0,2.0,370000,False,False,False,False,False,False,True,False,True,48.597005764,2.424587432
60.0,0.0,2.0,1.0,380000,False,False,False,False,False,False,True,True,False,,
145.0,4.0,2.5,1.3279569892473118,207000,False,False,False,False,False,False,True,False,True,48.774023154,2.8259164830000003
67.0,2.0,2.5,1.3279569892473118,140000,False,False,False,False,False,False,True,False,True,48.774023154,2.8259164830000003
217.0,4.0,4.0,2.0,70000,False,False,False,False,False,False,True,True,False,48.971927968,2.252832517
94.52058111380146,2.0,1.0,1.3279569892473118,85000,False,False,False,False,False,False,True,True,False,,
114.0,5.0,4.0,2.0,280000,False,False,False,False,False,False,True,False,True,48.382397701,2.4587028330000003
40.0,3.0,2.0,2.0,160000,False,False,False,False,False,False,True,True,False,,
94.0,5.0,3.0,1.0,220000,False,False,False,False,False,False,True,True,False,48.524357339,2.697674267
73.0,3.0,2.0,1.0,220000,False,False,False,False,False,False,True,True,False,49.051577748,2.094574042
73.0,3.0,2.0,1.0,220000,False,False,False,False,False,False,True,True,False,49.051577748,2.094574042
50.0,2.0,1.0,1.0,160000,False,False,False,False,False,False,True,False,True,48.419818579,2.769157835
110.0,3.0,2.0,2.0,820000,False,False,False,False,False,False,True,True,False,,
110.0,5.0,3.0,2.0,320000,False,False,False,False,False,False,True,True,False,49.063645075,2.016295404
200.0,6.0,3.0,1.0,110000,False,False,False,False,False,False,True,False,True,48.524357339,2.697674267
66.0,3.0,2.0,1.0,190000,False,False,False,False,False,False,True,True,False,48.955045923,2.313968877
100.0,4.0,3.0,2.0,370000,False,False,False,False,False,False,True,False,True,48.936210518,2.427612443
45.0,2.0,1.0,1.0,120000,False,False,False,False,False,False,True,True,False,48.26855397,3.259845097
80.0,4.0,2.0,1.0,260000,False,False,False,False,False,False,True,False,True,48.408982002,2.807741767
200.0,4.0,2.0,1.0,140000,False,False,False,False,False,False,True,False,True,48.872773777,3.332858845
43.0,2.0,1.0,1.0,158000,False,False,False,False,False,False,True,True,False,48.923469067,2.444562389
25.0,1.0,1.0,1.0,86000,False,False,False,False,False,False,True,True,False,48.990236727,2.381117319
70.0,3.0,1.0,1.0,460000,False,False,False,False,False,False,True,False,True,48.749986765,2.299028344
250.0,3.62953995157385,2.5,1.3279569892473118,150000,False,False,False,False,False,False,True,False,True,,
221.0,4.0,3.0,1.0,498000,False,False,False,False,False,False,True,False,True,48.912490578,2.384529976
75.0,2.0,3.0,1.0,115000,False,False,False,False,False,False,True,True,False,45.608600369,4.787169917
75.0,2.0,3.0,1.0,115000,False,False,False,False,False,False,True,True,False,50.382136963,2.064187454
75.0,2.0,3.0,1.0,115000,False,False,False,False,False,False,True,True,False,48.657051798,2.38747617
88.0,5.0,3.0,1.0,190000,False,False,False,False,False,False,True,True,False,49.346844104,3.039397385
88.0,5.0,3.0,1.0,190000,False,False,False,False,False,False,True,True,False,48.883978399,2.597093098
88.0,5.0,3.0,1.0,190000,False,False,False,False,False,False,True,True,False,48.883978399,2.597093098
58.0,3.0,2.0,1.0,258000,False,False,False,False,False,False,True,True,False,48.807476404,2.192088547
160.0,6.0,4.0,2.0,445000,False,False,False,False,False,False,True,False,True,48.763940835,2.680230189
109.0,5.0,3.0,1.0,333000,False,False,False,False,False,False,True,False,True,48.786864927,2.613875011
109.0,5.0,3.0,1.0,333000,False,False,False,False,False,False,True,False,True,48.786864927,2.613875011
105.0,6.0,4.0,1.0,272000,False,False,False,False,False,False,True,False,True,49.346844104,3.039397385
105.0,6.0,4.0,1.0,272000,False,False,False,False,False,False,True,False,True,48.883978399,2.597093098
105.0,6.0,4.0,1.0,272000,False,False,False,False,False,False,True,False,True,48.883978399,2.597093098
79.0,4.0,2.0,1.0,235000,False,False,False,False,False,False,True,True,False,48.991738548,2.320739048
88.0,4.0,2.0,2.0,50000,False,False,False,False,False,False,True,False,True,48.84091864,2.890551132
96.0,5.0,4.0,2.0,295000,False,False,False,False,False,False,True,False,True,48.659188075,2.725984418
39.0,2.0,1.0,1.0,145000,False,False,False,False,False,False,True,True,False,,
73.0,4.0,3.0,1.0,145000,False,False,False,False,False,False,True,True,False,48.495502791,2.600426959
110.0,6.0,3.0,1.0,150000,False,False,False,False,False,False,True,True,False,48.539635881,2.629511597
108.0,4.0,2.0,1.0,540000,False,False,False,False,False,False,True,True,False,,
77.0,4.0,3.0,1.0,206000,False,False,False,False,False,False,True,True,False,48.602792939,-1.411072643
77.0,4.0,3.0,1.0,206000,False,False,False,False,False,False,True,True,False,48.714730715,2.591727479
91.0,1.0,3.0,1.0,32300,False,False,False,False,False,False,True,False,True,,
94.52058111380146,3.62953995157385,2.5,1.3279569892473118,275000,False,False,False,False,False,False,True,False,False,,
47.0,2.0,1.0,1.0,175000,False,False,False,False,False,False,True,True,False,48.993711113,2.194320017
114.0,6.0,3.0,1.0,240000,False,False,False,False,False,False,True,True,False,48.783768446,2.454728618
85.0,5.0,4.0,1.0,195000,False,False,False,False,False,False,True,True,False,48.990236727,2.381117319
50.0,3.0,2.0,1.0,150000,False,False,False,False,False,False,True,True,False,48.920002762,2.535619525
118.0,5.0,4.0,2.0,245000,False,False,False,False,False,False,True,False,True,48.563172865,3.219258483
94.52058111380146,3.62953995157385,2.5,1.3279569892473118,35000,False,False,False,False,False,False,True,False,False,48.786864927,2.613875011
94.52058111380146,3.62953995157385,2.5,1.3279569892473118,35000,False,False,False,False,False,False,True,False,False,48.786864927,2.613875011
80.0,4.0,2.0,1.0,369000,False,False,False,False,False,False,True,True,False,48.926810989,2.122439577
80.0,4.0,2.0,1.0,369000,False,False,False,False,False,False,True,True,False,48.926810989,2.122439577
84.0,4.0,3.0,1.0,269000,False,False,False,False,False,False,True,True,False,48.907435801,2.439842933
56.0,3.0,2.0,1.0,120000,False,False,False,False,False,False,True,True,False,48.908015138,2.546295743
65.0,3.0,2.0,1.0,100000,False,False,False,False,False,False,True,True,False,48.904081231,2.305966988
65.0,3.0,3.0,1.0,100000,False,False,False,False,False,False,True,True,False,48.904081231,2.305966988
100.0,5.0,3.0,1.0,280000,False,False,False,False,False,False,True,False,True,48.84091864,2.890551132
23.0,1.0,1.0,1.0,140000,False,False,False,False,False,False,True,True,False,48.802292474,2.117410101
94.52058111380146,3.62953995157385,2.5,1.3279569892473118,65000,False,False,False,False,False,False,True,False,False,48.939819605,2.17448669
70.0,4.0,2.0,1.0,180000,False,False,False,False,False,False,True,True,False,45.608600369,4.787169917
70.0,4.0,2.0,1.0,180000,False,False,False,False,False,False,True,True,False,50.382136963,2.064187454
70.0,4.0,2.0,1.0,180000,False,False,False,False,False,False,True,True,False,48.657051798,2.38747617
100.0,4.0,3.0,1.0,255000,False,False,False,False,False,False,True,False,True,48.774023154,2.8259164830000003
130.0,5.0,3.0,2.0,375000,False,False,False,False,False,False,True,False,True,48.898040819,2.566549678
500.0,3.0,7.0,6.0,1707000,False,False,False,False,False,False,True,False,True,48.87491844,2.48590027
121.0,5.0,4.0,1.0,780000,False,False,False,False,False,False,True,True,False,,
180.0,8.0,4.0,2.0,265000,False,False,False,False,False,False,True,False,True,48.709852705,3.393426506
30.0,1.0,2.5,1.0,72000,False,False,False,False,False,False,True,True,False,48.938717628,2.530589988
68.0,4.0,3.0,1.0,155000,False,False,False,False,False,False,True,True,False,49.06293876,2.567173124
48.0,2.0,1.0,1.0,215000,False,False,False,False,False,False,True,True,False,48.904081231,2.305966988
90.0,4.0,3.0,1.0,245000,False,False,False,False,False,False,True,False,True,48.819430023,2.609262864
90.0,4.0,3.0,1.0,245000,False,False,False,False,False,False,True,False,True,48.819430023,2.609262864
15.0,1.0,2.5,1.0,64000,False,False,False,False,False,False,True,True,False,48.945834186,2.493478267
93.0,5.0,3.0,1.0,235000,False,False,False,False,False,False,True,False,True,48.789779958,2.660952483
93.0,5.0,3.0,1.0,235000,False,False,False,False,False,False,True,False,True,48.789779958,2.660952483
59.0,3.0,2.0,1.0,189000,False,False,False,False,False,False,True,True,False,48.907435801,2.439842933
55.0,2.0,1.0,1.0,160000,False,False,False,False,False,False,True,True,False,48.817381128,2.046651464
94.52058111380146,3.62953995157385,2.5,1.3279569892473118,560000,False,False,False,False,False,False,True,False,False,49.346844104,3.039397385
94.52058111380146,3.62953995157385,2.5,1.3279569892473118,560000,False,False,False,False,False,False,True,False,False,48.883978399,2.597093098
94.52058111380146,3.62953995157385,2.5,1.3279569892473118,560000,False,False,False,False,False,False,True,False,False,48.883978399,2.597093098
100.0,5.0,3.0,2.0,350000,False,False,False,False,False,False,True,False,True,48.861105557,2.57585149
50.0,3.0,2.0,1.0,22000,False,False,False,False,False,False,True,False,True,49.244359534,-0.027793551
50.0,3.0,2.0,1.0,22000,False,False,False,False,False,False,True,False,True,48.309573391,2.005568775
50.0,3.0,2.0,1.0,22000,False,False,False,False,False,False,True,False,True,48.309573391,2.005568775
135.0,8.0,5.0,1.0,350000,False,False,False,False,False,False,True,False,True,48.340635219,2.750259737
145.0,6.0,4.0,2.0,262000,False,False,False,False,False,False,True,False,True,48.584512665,2.586244938
93.0,4.0,3.0,1.0,240000,False,False,False,False,False,False,True,False,True,49.041951735,3.108120761
70.0,4.0,2.0,1.0,130000,False,False,False,False,False,False,True,False,True,48.524357339,2.697674267
77.0,3.0,3.0,1.0,250000,False,False,False,False,False,False,True,True,False,48.783768446,2.454728618
84.0,5.0,4.0,1.0,280000,False,False,False,False,False,False,True,False,True,48.881719762,2.545716677
75.0,5.0,3.0,1.0,255000,False,False,False,False,False,False,True,False,True,49.051577748,2.094574042
75.0,5.0,3.0,1.0,255000,False,False,False,False,False,False,True,False,True,49.051577748,2.094574042
56.0,2.0,1.0,1.0,170000,False,False,False,False,False,False,True,True,False,48.945850142,1.920725015
12.0,1.0,2.5,1.0,147000,False,False,False,False,False,False,True,True,False,,
9.0,3.62953995157385,2.5,1.3279569892473118,89000,False,False,False,False,False,False,True,True,False,,
55.0,2.0,1.0,1.0,181000,False,False,False,False,False,False,True,True,False,48.786864927,2.613875011
55.0,2.0,1.0,1.0,181000,False,False,False,False,False,False,True,True,False,48.786864927,2.613875011
174.0,6.0,3.0,2.0,410000,False,False,False,False,False,False,True,False,True,48.970064721,2.345419123
82.0,4.0,3.0,1.0,249000,False,False,False,False,False,False,True,True,False,48.764258643,2.417182182
60.0,3.0,2.0,1.0,195000,False,False,False,False,False,False,True,True,False,48.812531997,1.946829653
80.0,3.0,2.0,1.0,390000,False,False,False,False,False,False,True,True,False,,
96.0,4.0,3.0,2.0,178000,False,False,False,False,False,False,True,True,False,48.945834186,2.493478267
28.0,2.0,1.0,1.0,138000,False,False,False,False,False,False,True,True,False,48.796455388,2.254300971
28.0,2.0,1.0,1.0,138000,False,False,False,False,False,False,True,True,False,48.796455388,2.254300971
45.0,2.0,1.0,1.0,135000,False,False,False,False,False,False,True,True,False,49.025890296,2.384418866
110.0,5.0,4.0,1.0,220000,False,False,False,False,False,False,True,False,True,49.122876265,2.201090519
122.0,4.0,2.0,1.0,375000,False,False,False,False,False,False,True,True,False,48.951531886,2.240388744
95.0,5.0,3.0,1.0,228000,False,False,False,False,False,False,True,False,True,,
90.0,5.0,3.0,1.0,210000,False,False,False,False,False,False,True,True,False,48.745502894,2.489056972
90.0,4.0,3.0,1.0,500000,False,False,False,False,False,False,True,False,True,48.922750857,2.247051842
54.0,3.0,2.0,1.0,25000,False,False,False,False,False,False,True,False,True,,
47.0,2.0,1.0,1.0,190000,False,False,False,False,False,False,True,True,False,48.898414495,2.255695763
76.0,4.0,3.0,1.0,280000,False,False,False,False,False,False,True,True,False,48.836665517,2.481752082
150.0,3.62953995157385,4.0,2.0,200000,False,False,False,False,False,False,True,False,True,49.346844104,3.039397385
150.0,3.62953995157385,4.0,2.0,200000,False,False,False,False,False,False,True,False,True,48.883978399,2.597093098
150.0,3.62953995157385,4.0,2.0,200000,False,False,False,False,False,False,True,False,True,48.883978399,2.597093098
94.52058111380146,5.0,3.0,2.0,345000,False,False,False,False,False,False,True,False,True,48.990236727,2.381117319
131.0,6.0,5.0,2.0,250000,False,False,False,False,False,False,True,True,False,49.051577748,2.094574042
131.0,6.0,5.0,2.0,250000,False,False,False,False,False,False,True,True,False,49.051577748,2.094574042
50.0,2.0,1.0,1.0,126000,False,False,False,False,False,False,True,True,False,48.704173357,2.427472385
